,artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,uris
52,Drake,Ratchet Happy Birthday,0.657,0.571,2,-12.519,1,0.14,0.106,0.00121,0.0735,0.626,167.961,207307,spotify:track:4SUwJA3eUVNHExxMPEUhQe
53,Drake,That’s How You Feel,0.85,0.473,10,-5.747,0,0.209,0.117,0.0105,0.108,0.38,85.454,157605,spotify:track:41a7dZcq30Ss5kPMayWRV0
54,Drake,Blue Tint,0.888,0.372,7,-10.254,0,0.358,0.013,0.0,0.184,0.123,133.998,162800,spotify:track:4n1bdaKwynQndm47x5HqWX
55,Drake,In My Feelings,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ
56,Drake,Don’t Matter To Me (with Michael Jackson),0.826,0.318,10,-12.391,1,0.0574,0.493,0.0131,0.11,0.138,103.002,245787,spotify:track:6G8kHiVZ1jW7vHMPVRNZU0
57,Drake,After Dark (feat. Static Major & Ty Dolla $ign),0.686,0.428,2,-13.072,1,0.192,0.0414,0.0,0.138,0.329,141.95,289560,spotify:track:3mvYQKm8h6M5K5h0nVPY9S
58,Drake,Final Fantasy,0.5,0.448,0,-10.977,1,0.442,0.422,8.03e-06,0.115,0.104,144.204,219960,spotify:track:44Du2IM1bGY7dicmLfXbUs
59,Drake,March 14,0.558,0.415,10,-7.355,0,0.358,0.406,0.0,0.36,0.317,127.096,309560,spotify:track:09lmraDvzBT3pUQ2rUtJzK
60,Drake,Free Smoke,0.736,0.491,10,-6.892,0,0.439,0.0681,0.0,0.571,0.203,141.979,218674,spotify:track:05KOgYg8PGeJyyWBPi5ja8
61,Drake,No Long Talk,0.913,0.608,10,-6.839,0,0.234,0.0671,0.0,0.533,0.578,97.063,149569,spotify:track:6CfrYuD3YRDYdYvH9jNtXY
62,Drake,Passionfruit,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,spotify:track:5mCPDVBb16L4XQwDdbRUpz
63,Drake,Jorja Interlude,0.735,0.373,11,-10.478,1,0.104,0.762,0.00202,0.288,0.237,123.081,107673,spotify:track:13e6f8t7RKXuxZ0JdaaJRG
64,Drake,Get It Together,0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011,250337,spotify:track:7y6c07pgjZvtHI9kuMVqk1
